atmospheric_rain(mm/s) surface_runoff(mm/s) subsurface_runoff(mm/s) infiltration(mm/s) interception(mm/s) ground_evaporation(mm/s) vegetation_evaporation(mm/s) vegetation_transpiration(mm/s) heat_flux_into_soil(W/m^2)
4.90741e-06 7.30836e-07 7.96222e-06 3.02218e-07 1.12395e-06 2.68069e-06 1.12395e-06 3.06430e-05 2.46292e+00
6.18352e-06 9.18298e-07 7.74539e-06 9.77555e-07 1.41697e-06 2.79145e-06 1.41697e-06 3.08969e-05 3.10489e+00
6.18352e-06 9.15503e-07 7.52536e-06 4.04487e-07 1.41772e-06 3.34855e-06 1.41772e-06 3.73601e-05 3.61671e+00
6.18352e-06 9.12575e-07 7.30092e-06 7.78187e-07 1.41846e-06 2.95509e-06 1.41846e-06 2.85447e-05 1.08267e-01
6.18352e-06 9.09648e-07 7.08186e-06 9.12424e-07 1.41920e-06 2.84017e-06 1.41920e-06 2.32949e-05 1.27333e+00
6.18352e-06 9.06730e-07 6.86832e-06 4.72038e-07 1.41993e-06 3.27518e-06 1.41993e-06 3.07640e-05 1.90602e+00
7.90895e-05 1.28487e-05 6.65491e-06 5.15627e-05 1.81707e-05 3.20578e-06 1.13595e-05 2.44408e-05 -1.04874e+00
0.00000e+00 0.00000e+00 6.44967e-06 -2.55613e-06 0.00000e+00 2.42189e-06 -5.37786e-26 2.79428e-05 1.95675e+00
3.47222e-06 5.04745e-07 6.25759e-06 -5.20089e-07 7.98281e-07 2.58815e-06 7.98281e-07 2.97233e-05 2.58271e+00
1.27315e-05 1.84396e-06 6.07955e-06 4.59997e-06 2.92753e-06 3.33399e-06 2.92753e-06 3.06961e-05 -1.48260e+00
2.70062e-06 3.90112e-07 5.90731e-06 -9.51225e-07 6.21097e-07 2.56600e-06 6.21097e-07 2.83984e-05 1.58943e+00
0.00000e+00 0.00000e+00 5.73725e-06 -3.09048e-06 0.00000e+00 2.95125e-06 5.37786e-26 3.25337e-05 3.17637e+00
0.00000e+00 0.00000e+00 5.56474e-06 -3.34095e-06 0.00000e+00 3.26159e-06 1.11169e-22 2.80285e-05 -5.68942e-01
2.31481e-06 3.31145e-07 5.39220e-06 -8.92802e-07 5.32639e-07 2.21088e-06 5.32639e-07 3.05798e-05 4.55942e+00
4.62963e-06 6.59726e-07 5.21530e-06 3.04273e-07 1.06546e-06 2.47906e-06 1.06546e-06 3.75339e-05 5.16031e+00
4.62963e-06 6.57091e-07 5.03253e-06 -8.15336e-07 1.06564e-06 3.65834e-06 1.06564e-06 2.95465e-05 -3.04772e+00
4.62963e-06 6.55408e-07 4.85171e-06 -1.41148e-07 1.06582e-06 2.97948e-06 1.06582e-06 3.25536e-05 7.93572e-03
3.47222e-05 4.89616e-06 4.67023e-06 1.97633e-05 7.99496e-06 1.99850e-06 7.99496e-06 3.09403e-05 3.06192e+00
2.31481e-06 3.25440e-07 4.49019e-06 -8.43464e-07 5.33086e-07 2.24542e-06 5.33086e-07 3.32649e-05 2.26285e+00
0.00000e+00 0.00000e+00 4.31322e-06 -2.80592e-06 0.00000e+00 2.75552e-06 3.97032e-24 3.66211e-05 2.58996e+00
0.00000e+00 0.00000e+00 4.13960e-06 -4.03753e-06 0.00000e+00 3.99059e-06 -7.62010e-25 3.70907e-05 -6.27916e-01
2.31481e-06 3.20924e-07 3.96818e-06 -1.28815e-06 5.33352e-07 2.72632e-06 5.33352e-07 3.65189e-05 2.47717e+00
0.00000e+00 0.00000e+00 3.79734e-06 -2.96358e-06 0.00000e+00 2.90889e-06 0.00000e+00 4.07811e-05 3.43262e+00
2.54630e-05 3.49539e-06 3.62587e-06 1.26619e-05 5.86883e-06 3.35908e-06 5.86883e-06 3.13652e-05 -7.75688e+00
4.39815e-05 6.30634e-06 3.45976e-06 2.60710e-05 1.01388e-05 2.98902e-06 8.54976e-06 3.04537e-05 -6.35298e+00
0.00000e+00 0.00000e+00 3.29891e-06 -3.75297e-06 0.00000e+00 3.74898e-06 0.00000e+00 2.34682e-05 -7.55972e+00
2.31481e-06 3.14135e-07 3.14872e-06 -6.88922e-07 5.33802e-07 2.07603e-06 5.33802e-07 3.72663e-05 8.75728e-01
1.55093e-04 2.31370e-05 3.00301e-06 1.06804e-04 3.57708e-05 2.12200e-06 1.82419e-05 2.80561e-05 -2.20670e+00
4.39815e-05 5.96770e-06 2.86829e-06 2.61073e-05 1.01457e-05 2.08782e-06 1.44468e-05 1.92702e-05 -4.18337e+00
0.00000e+00 0.00000e+00 2.74900e-06 -3.24590e-06 0.00000e+00 3.20315e-06 0.00000e+00 2.13607e-05 -5.78180e+00
0.00000e+00 0.00000e+00 2.64896e-06 -2.00756e-06 0.00000e+00 1.96198e-06 0.00000e+00 3.03998e-05 -1.22808e+00
0.00000e+00 0.00000e+00 2.56118e-06 -1.93499e-06 0.00000e+00 1.73116e-06 0.00000e+00 3.02197e-05 -4.27800e-01
0.00000e+00 0.00000e+00 2.48157e-06 -2.20203e-06 0.00000e+00 2.14444e-06 0.00000e+00 3.56427e-05 -1.88283e+00
0.00000e+00 0.00000e+00 2.40210e-06 -2.22457e-06 0.00000e+00 2.17646e-06 -2.68893e-26 3.42879e-05 -4.17731e-01
4.62963e-05 6.07885e-06 2.32211e-06 2.71438e-05 1.06904e-05 2.37793e-06 1.06904e-05 2.03714e-05 -4.45718e+00
1.82870e-04 2.79052e-05 2.24444e-06 1.22285e-04 4.22340e-05 2.47902e-06 1.88621e-05 1.74046e-05 -3.01374e+00
9.25926e-06 1.20948e-06 2.16859e-06 1.31445e-05 2.13878e-06 2.64306e-06 2.13878e-06 2.40346e-05 -1.70858e+00
2.31481e-06 3.01308e-07 2.10105e-06 -4.62726e-07 5.34784e-07 3.07284e-06 5.34784e-07 2.32782e-05 -5.69326e+00
3.00926e-05 3.90341e-06 2.04863e-06 1.74084e-05 6.95274e-06 1.77428e-06 6.95150e-06 2.40524e-05 1.50456e+00
2.31481e-06 2.99681e-07 2.00689e-06 -1.22385e-06 5.34823e-07 2.58038e-06 5.34823e-07 2.60575e-05 -1.36806e+00
1.27315e-04 1.80856e-05 1.97063e-06 8.75984e-05 2.94151e-05 1.59198e-06 1.96994e-05 2.55799e-05 2.49470e+00
6.46552e-06 8.34322e-07 1.93553e-06 1.97209e-06 1.49380e-06 2.06478e-06 1.49380e-06 3.46380e-05 4.35080e+00
9.25926e-06 1.19225e-06 1.90186e-06 2.42980e-06 2.13926e-06 3.44867e-06 2.13926e-06 2.77153e-05 -3.76168e+00
0.00000e+00 0.00000e+00 1.87362e-06 -1.89336e-06 0.00000e+00 1.85079e-06 4.14727e-26 2.72520e-05 -5.02504e-01
9.02778e-05 1.33534e-05 1.84706e-06 6.46773e-05 2.08575e-05 1.85598e-06 1.02629e-05 2.69984e-05 2.29836e+00
0.00000e+00 0.00000e+00 1.81817e-06 -2.30332e-06 0.00000e+00 2.26633e-06 1.99188e-24 3.93921e-05 2.34908e+00
0.00000e+00 0.00000e+00 1.78454e-06 -2.87925e-06 0.00000e+00 2.86243e-06 -1.19553e-25 2.78952e-05 -2.99490e+00
2.31481e-06 2.95548e-07 1.75280e-06 -1.45942e-06 5.34799e-07 2.92140e-06 5.34799e-07 2.21869e-05 -2.85088e+00
0.00000e+00 0.00000e+00 1.72109e-06 -2.47746e-06 0.00000e+00 2.38789e-06 -0.00000e+00 3.24975e-05 -8.05940e-02
4.62963e-06 5.88762e-07 1.68422e-06 6.22296e-07 1.06958e-06 2.31127e-06 1.06958e-06 3.13308e-05 1.69186e-01
1.27315e-04 1.85468e-05 1.64349e-06 9.21299e-05 2.94134e-05 1.58154e-06 1.48040e-05 2.28368e-05 -4.31159e-01
1.22685e-04 1.90982e-05 1.60038e-06 9.50470e-05 2.83437e-05 1.65392e-06 6.81164e-06 3.40296e-05 1.67467e+00
0.00000e+00 0.00000e+00 1.55610e-06 -3.01122e-06 0.00000e+00 2.96555e-06 0.00000e+00 2.57640e-05 -2.85779e+00
0.00000e+00 0.00000e+00 1.52151e-06 -1.70593e-06 0.00000e+00 1.51196e-06 0.00000e+00 4.06563e-05 1.33162e+01
0.00000e+00 0.00000e+00 1.49227e-06 -3.28456e-06 0.00000e+00 3.03166e-06 0.00000e+00 3.17153e-05 3.68672e+00
0.00000e+00 0.00000e+00 1.46780e-06 -1.98600e-06 0.00000e+00 1.81679e-06 0.00000e+00 3.43354e-05 7.04003e+00
0.00000e+00 0.00000e+00 1.44209e-06 -2.69047e-06 0.00000e+00 2.44406e-06 0.00000e+00 3.37237e-05 4.85550e+00
0.00000e+00 0.00000e+00 1.41235e-06 -2.11809e-06 0.00000e+00 1.67631e-06 -5.37786e-26 3.75820e-05 7.74203e+00
2.31481e-05 2.88637e-06 1.37716e-06 1.15980e-05 5.34765e-06 3.11900e-06 5.34765e-06 2.74205e-05 -4.40462e-01
1.43519e-04 2.17173e-05 1.33920e-06 9.78504e-05 3.31552e-05 2.84270e-06 9.21235e-06 2.26542e-05 1.16424e+00
8.79630e-05 1.24377e-05 1.29904e-06 7.16864e-05 2.03208e-05 3.04724e-06 1.08015e-05 2.40746e-05 2.33806e-01
8.33333e-05 1.19812e-05 1.25934e-06 6.08534e-05 1.92512e-05 2.44717e-06 8.70328e-06 2.21978e-05 2.36466e+00
3.47222e-05 4.27519e-06 1.22559e-06 2.00432e-05 8.02129e-06 2.27189e-06 8.02003e-06 2.97880e-05 2.63525e+00
9.25926e-06 1.13803e-06 1.19848e-06 3.39646e-06 2.13900e-06 2.27665e-06 2.13900e-06 3.22513e-05 4.04076e+00
0.00000e+00 0.00000e+00 1.17804e-06 -3.38169e-06 0.00000e+00 3.24971e-06 1.58813e-23 2.73481e-05 4.43981e-01
1.36574e-04 1.97048e-05 1.16361e-06 9.56566e-05 3.15499e-05 2.78077e-06 1.29626e-05 1.75979e-05 -1.05653e+00
0.00000e+00 0.00000e+00 1.15340e-06 1.99665e-06 0.00000e+00 2.77494e-06 0.00000e+00 2.39106e-05 6.70299e-01
9.25926e-06 1.13335e-06 1.14401e-06 3.51620e-06 2.13895e-06 2.66061e-06 2.13895e-06 2.76071e-05 2.54744e+00
3.61111e-04 5.44713e-05 1.13558e-06 2.20225e-04 8.34185e-05 2.94546e-06 1.86365e-05 2.38771e-05 1.69507e+00
0.00000e+00 0.00000e+00 1.12797e-06 5.14594e-05 0.00000e+00 2.43754e-06 0.00000e+00 4.09924e-05 2.51244e+00
0.00000e+00 0.00000e+00 1.12311e-06 6.88608e-06 0.00000e+00 2.43496e-06 0.00000e+00 3.81343e-05 2.58882e+00
0.00000e+00 0.00000e+00 1.12800e-06 -1.61330e-06 0.00000e+00 2.51998e-06 0.00000e+00 2.50606e-05 5.87066e-01
0.00000e+00 0.00000e+00 1.14217e-06 -3.43231e-06 0.00000e+00 3.37557e-06 0.00000e+00 2.87242e-05 3.77182e-01
0.00000e+00 0.00000e+00 1.15946e-06 -3.24862e-06 0.00000e+00 2.88581e-06 -6.05010e-26 2.92695e-05 2.85073e+00
0.00000e+00 0.00000e+00 1.17715e-06 -3.30959e-06 0.00000e+00 3.30075e-06 6.72233e-26 2.37717e-05 -2.27191e+00
0.00000e+00 0.00000e+00 1.19335e-06 -3.28578e-06 0.00000e+00 3.04107e-06 0.00000e+00 2.98567e-05 2.75457e+00
0.00000e+00 0.00000e+00 1.20526e-06 -3.02733e-06 0.00000e+00 2.92304e-06 0.00000e+00 2.38077e-05 -5.87741e-01
1.15741e-05 1.42595e-06 1.21401e-06 4.19920e-06 2.66919e-06 3.24066e-06 2.66919e-06 2.42087e-05 -1.39610e+00
0.00000e+00 0.00000e+00 1.21794e-06 -3.18536e-06 0.00000e+00 3.02752e-06 -1.58813e-23 2.70999e-05 1.67297e+00
1.38889e-05 1.71137e-06 1.21653e-06 5.62577e-06 3.20182e-06 3.19921e-06 3.20182e-06 2.80004e-05 7.96694e-01
2.08333e-05 2.56567e-06 1.21042e-06 1.05018e-05 4.80182e-06 2.79018e-06 4.80182e-06 2.35114e-05 1.60692e+00
0.00000e+00 0.00000e+00 1.19989e-06 -2.89437e-06 0.00000e+00 2.70735e-06 1.22221e-23 2.34294e-05 1.09986e+00
2.31481e-06 2.84489e-07 1.18122e-06 -1.71209e-06 5.33332e-07 3.07980e-06 5.33332e-07 2.57329e-05 5.77983e-01
2.31481e-06 2.84049e-07 1.15580e-06 -1.91880e-06 5.33230e-07 3.33364e-06 5.33230e-07 2.83419e-05 -6.02573e-01
0.00000e+00 0.00000e+00 1.12512e-06 -3.21120e-06 0.00000e+00 3.11025e-06 0.00000e+00 3.36879e-05 3.78377e+00
9.25926e-06 1.12870e-06 1.09040e-06 2.54203e-06 2.13208e-06 3.33161e-06 2.13208e-06 2.68340e-05 -5.10744e-02
2.24537e-04 3.39281e-05 1.05429e-06 1.75693e-04 5.16927e-05 2.47164e-06 9.77663e-06 2.23952e-05 7.02631e-01
2.31481e-06 2.80645e-07 1.01792e-06 1.00016e-06 5.32808e-07 2.54881e-06 5.32808e-07 2.45617e-05 2.40995e+00
3.75000e-04 5.55989e-05 9.85724e-07 1.99085e-04 8.62976e-05 2.46410e-06 2.03808e-05 1.79180e-05 2.93762e+00
1.25000e-04 1.71624e-05 9.61025e-07 1.67763e-04 2.87601e-05 2.93728e-06 1.52256e-05 1.62895e-05 -9.75164e-01
2.31481e-06 2.78464e-07 9.48615e-07 1.53450e-05 5.32488e-07 2.71752e-06 5.32488e-07 2.38409e-05 9.45880e-01
2.31481e-06 2.78515e-07 9.50570e-07 9.45457e-07 5.32380e-07 2.57473e-06 5.32380e-07 2.41410e-05 2.84306e+00
6.25000e-05 7.53827e-06 9.66990e-07 3.78601e-05 1.43714e-05 2.63960e-06 1.43568e-05 2.10985e-05 2.06990e+00
0.00000e+00 0.00000e+00 9.93740e-07 -2.94304e-06 0.00000e+00 2.80872e-06 0.00000e+00 2.74000e-05 3.69339e+00
0.00000e+00 0.00000e+00 1.02527e-06 -3.26083e-06 0.00000e+00 3.21863e-06 1.22459e-23 2.36573e-05 -9.28696e-01
1.31944e-04 1.95303e-05 1.05919e-06 9.41002e-05 3.03210e-05 2.90614e-06 8.31325e-06 2.37277e-05 4.11982e-01
9.72222e-05 1.36221e-05 1.09235e-06 7.58694e-05 2.23373e-05 2.47036e-06 1.12452e-05 1.95727e-05 1.44858e+00
3.35648e-04 5.01845e-05 1.12556e-06 1.96552e-04 7.71009e-05 2.64289e-06 2.00968e-05 2.00716e-05 1.33491e-01
5.32407e-05 7.10674e-06 1.16413e-06 9.05592e-05 1.22273e-05 2.12325e-06 8.59590e-06 2.25863e-05 9.24356e-01
2.31481e-06 2.86078e-07 1.22618e-06 8.70444e-06 5.31514e-07 2.86454e-06 5.31514e-07 2.15211e-05 -8.78288e-01
0.00000e+00 0.00000e+00 1.32326e-06 -2.00353e-06 0.00000e+00 2.99103e-06 -5.37786e-26 2.61248e-05 1.09725e+00
3.47222e-05 4.62299e-06 1.43719e-06 2.08646e-05 7.96873e-06 2.76571e-06 1.07353e-06 2.68221e-05 4.41437e-01
2.26852e-04 3.52936e-05 1.55060e-06 1.33897e-04 5.20571e-05 2.12219e-06 1.72377e-05 2.41571e-05 3.07777e+00
0.00000e+00 0.00000e+00 1.65568e-06 3.40304e-05 0.00000e+00 2.70229e-06 0.00000e+00 2.30405e-05 1.32738e+00
1.85185e-05 2.37273e-06 1.76279e-06 1.50749e-05 4.24785e-06 2.43748e-06 4.24785e-06 1.94448e-05 1.28025e+00
0.00000e+00 0.00000e+00 1.87604e-06 -2.83688e-06 0.00000e+00 3.34242e-06 4.30229e-25 2.65607e-05 -4.81618e-01
6.71296e-05 8.79357e-06 1.98779e-06 4.05716e-05 1.53922e-05 2.61226e-06 1.49169e-05 1.49195e-05 -1.87018e+00
0.00000e+00 0.00000e+00 2.09303e-06 -2.78641e-06 0.00000e+00 2.56820e-06 0.00000e+00 2.58375e-05 2.48970e+00
9.30556e-04 1.52504e-04 2.18664e-06 4.94132e-04 2.13282e-04 1.96380e-06 3.25994e-05 1.30724e-05 -9.90145e-01
9.25926e-06 1.21937e-06 2.31181e-06 1.93111e-04 2.12177e-06 2.60394e-06 2.12177e-06 1.96669e-05 7.84644e-01
0.00000e+00 0.00000e+00 2.65949e-06 4.64272e-05 0.00000e+00 2.50623e-06 -1.90503e-25 2.26545e-05 2.32384e+00
0.00000e+00 0.00000e+00 3.20857e-06 5.58718e-06 0.00000e+00 2.89799e-06 3.81005e-25 2.42711e-05 5.18606e-01
3.24074e-04 5.50129e-05 3.74842e-06 1.46019e-04 7.42163e-05 3.18269e-06 1.80654e-05 1.69083e-05 -2.59690e+00
4.39815e-05 6.19103e-06 4.20483e-06 1.07535e-04 1.00701e-05 2.66511e-06 9.88456e-06 1.84809e-05 6.13212e-01
1.82870e-04 3.03727e-05 4.64945e-06 1.43466e-04 4.18620e-05 2.90843e-06 1.72007e-05 1.29983e-05 -1.00856e+01
3.47222e-05 5.21383e-06 5.13929e-06 2.85403e-05 7.94689e-06 2.46466e-06 6.46865e-06 1.64140e-05 -5.91692e+00
1.99074e-04 3.44847e-05 5.67123e-06 1.48275e-04 4.55530e-05 2.53435e-06 1.46326e-05 1.22576e-05 -4.99270e+00
0.00000e+00 0.00000e+00 6.18270e-06 -2.77291e-06 0.00000e+00 2.85139e-06 -0.00000e+00 1.93134e-05 -4.20504e+00
2.31481e-06 3.38442e-07 6.67319e-06 -1.21178e-06 5.29472e-07 2.62004e-06 5.29472e-07 2.13217e-05 -4.07760e+00
6.94444e-06 1.02439e-06 7.08298e-06 1.63234e-06 1.58809e-06 2.63808e-06 1.58809e-06 1.92702e-05 -5.19297e+00
2.31481e-06 3.41943e-07 7.39464e-06 -7.11113e-07 5.29257e-07 2.12034e-06 5.29257e-07 2.22666e-05 -1.17696e+00
1.92044e-05 2.85228e-06 7.62308e-06 8.88071e-06 4.38997e-06 3.04679e-06 4.38993e-06 2.10647e-05 -3.29565e+00
7.65879e-05 1.13955e-05 7.78937e-06 4.57399e-05 1.75038e-05 1.66884e-06 1.75038e-05 1.43898e-05 -8.75984e-01
7.65879e-05 1.14131e-05 7.91092e-06 4.56394e-05 1.75002e-05 1.96529e-06 1.75002e-05 1.11447e-05 -3.23666e+00
7.65879e-05 1.14267e-05 8.00403e-06 4.55686e-05 1.74966e-05 1.93687e-06 1.74966e-05 1.29500e-05 -1.02683e+00
2.01646e-04 3.15416e-05 8.08367e-06 1.29660e-04 4.60567e-05 1.23730e-06 3.30205e-05 3.96312e-06 -5.11496e+00
1.15741e-05 1.88349e-06 8.16509e-06 6.27906e-06 2.64302e-06 1.30270e-06 7.54121e-06 1.74561e-05 -1.77166e-01
2.31481e-06 3.46382e-07 8.26505e-06 -5.29974e-07 5.28495e-07 1.84678e-06 5.28495e-07 1.85870e-05 -2.33975e+00
2.77778e-04 5.04878e-05 8.38389e-06 1.76174e-04 6.34062e-05 2.05980e-06 1.64397e-05 1.39962e-05 -2.57003e+00
3.47222e-05 5.22365e-06 8.50441e-06 4.57107e-05 7.92412e-06 1.76891e-06 9.39956e-06 1.84418e-05 -9.49330e-01
7.40741e-05 1.11420e-05 8.65040e-06 4.83291e-05 1.68984e-05 1.60388e-06 1.68962e-05 1.07480e-05 -2.87103e+00
5.32407e-05 8.09678e-06 8.83447e-06 3.13238e-05 1.21411e-05 2.37735e-06 1.17901e-05 1.36382e-05 -1.67157e+00
2.31481e-05 3.49855e-06 9.02841e-06 1.22001e-05 5.27669e-06 2.16803e-06 5.27669e-06 1.48614e-05 -1.88095e+00
2.12963e-04 3.64982e-05 9.21160e-06 1.47360e-04 4.85268e-05 1.93875e-06 2.69000e-05 6.00221e-06 -2.07591e+00
2.54630e-05 3.86298e-06 9.38058e-06 1.34879e-05 5.79986e-06 2.26042e-06 5.79986e-06 1.73362e-05 -1.72226e+00
3.63426e-04 6.82811e-05 9.56032e-06 2.77195e-04 8.27474e-05 1.30994e-06 1.63031e-05 1.21037e-05 -8.00479e-01
4.86111e-05 8.03658e-06 9.83265e-06 3.03520e-05 1.10637e-05 2.27997e-06 7.87485e-06 1.65220e-05 -2.92900e+00
2.08333e-05 3.25285e-06 1.70318e-05 1.05594e-05 4.73976e-06 2.15246e-06 4.89647e-06 2.01712e-05 -7.46913e-01
1.38889e-05 2.33485e-06 2.57635e-05 5.92416e-06 3.15859e-06 2.39270e-06 3.15859e-06 1.73098e-05 -2.17217e+00
2.08333e-04 4.37699e-05 2.70839e-05 1.12082e-04 4.73599e-05 1.48280e-06 8.01099e-06 1.45037e-05 -1.27791e+00
3.00926e-04 6.12053e-05 2.77484e-05 1.81167e-04 6.83814e-05 1.51225e-06 2.14704e-05 8.66784e-06 -3.03307e+00
2.31481e-06 3.98091e-07 3.15019e-05 6.23512e-05 5.25799e-07 1.47441e-06 5.25799e-07 2.01416e-05 1.32489e+00
2.31481e-06 4.01621e-07 3.79186e-05 1.23739e-05 5.25586e-07 2.26311e-06 5.25586e-07 1.91425e-05 -2.54352e+00
1.25000e-04 2.49858e-05 4.08937e-05 8.45751e-05 2.83701e-05 2.08784e-06 1.52909e-05 1.02278e-05 -4.24696e+00
2.31481e-06 4.07988e-07 4.15659e-05 -2.82967e-08 5.25158e-07 1.46775e-06 5.25158e-07 1.63772e-05 6.10394e-01
